maxAge,endDate,netIncome,depreciation,changeToNetincome,changeToLiabilities,totalCashFromOperatingActivities,capitalExpenditures,investments,otherCashflowsFromInvestingActivities,totalCashflowsFromInvestingActivities,netBorrowings,otherCashflowsFromFinancingActivities,totalCashFromFinancingActivities,changeInCash,dividendsPaid,type,kode,effectOfExchangeRate,repurchaseOfStock,issuanceOfStock,changeToOperatingActivities
1,2022-06-30,1704552593167,73926768875,-1718430361259,0,60049000783,,,,,-2020454846.0,,-2020454846.0,58155038770,,Q,WSBP.JK,126492833.0,,,
1,2022-03-31,-276819759925,70675198062,228572677909,0,22428116046,,,,,-2020454846.0,,-2020454846.0,22428116046,,Q,WSBP.JK,126492833.0,,,
1,2021-12-31,-1664313131969,177774544322,1853997467036,0,367458879389,90193614467.0,,,90193614467.0,-411552039253.0,,-411552039253.0,46100454603,,Q,WSBP.JK,126492833.0,,,
1,2021-09-30,-102039032151,71663094247,-241857903140,0,-272233841044,-87508859187.0,,,-87508859187.0,333308230014.0,,333308230014.0,-26434470217,,Q,WSBP.JK,126492833.0,,,
1,2021-12-31,-1096212049912,887205982247,401790304302,0,192784236637,-244769025510.0,-6504934520544.0,152273195203.0,-1542249686633.0,5464401139776.0,-30188205099.0,13334212929177.0,11952323879008,,A,WSKT.JK,-8637325860.0,,7899999994500.0,
1,2020-12-31,-7359679861100,1019735138664,6751006367138,0,411061644702,-905056615353.0,3918463184879.0,1324275009702.0,-1056077476416.0,-6019293579460.0,-1340869959051.0,-7407071040982.0,-8044872656527,-46907502471.0,A,WSKT.JK,17241152852.0,,7899999994500.0,
1,2019-12-31,938142364887,717909241157,7358197834018,0,9014249440062,-2742933949138.0,-1659684950790.0,-32298146709.0,-14924743305937.0,7782081216482.0,-2456427184926.0,4334944286473.0,-1587368188809,-990709745083.0,A,WSKT.JK,-11818609407.0,,7899999994500.0,
1,2018-12-31,3962838031865,647085215580,-598383168871,0,4011540078574,-2962349807081.0,-4119777610204.0,698558079882.0,-18768151650463.0,19973053792889.0,494371440036.0,19691082849457.0,4756715630454,-776342383468.0,A,WSKT.JK,11113410916.0,,7899999994500.0,
1,2022-06-30,594121512951,50488974464,77253708638,0,721864196053,-42976491870.0,88383765274.0,-2650672331882.0,-1985319667894.0,2928738203174.0,-929213539440.0,1999524663734.0,718239577381,,Q,WSKT.JK,-323036002.0,,,
1,2022-03-31,-830639170283,180743112206,505216051257,0,-144680006820,-116308905068.0,-82629947205.0,-599793479217.0,-1213288417904.0,-2923822347624.0,-42879679125.0,-1422331291329.0,-2781256950232,,Q,WSKT.JK,-957234179.0,,1544370735420.0,
1,2021-12-31,-1348926077734,232491381491,1782168695760,0,665733999517,-142231474699.0,-6408402671035.0,152273195203.0,-2838915165020.0,4561326137454.0,828334379160.0,13289660511114.0,11090880521079,,Q,WSKT.JK,-1812550219.0,,7899999994500.0,
1,2021-09-30,98582308497,207344033690,-1454688788418,0,-1148762446231,-52461270131.0,526918679834.0,-186607821460.0,-422172093800.0,1000123068751.0,-989807872648.0,10315196103.0,-1564050341144,,Q,WSKT.JK,-3430997216.0,,7899999994500.0,
