maxAge,endDate,netIncome,depreciation,changeToNetincome,changeToLiabilities,totalCashFromOperatingActivities,capitalExpenditures,investments,otherCashflowsFromInvestingActivities,totalCashflowsFromInvestingActivities,netBorrowings,otherCashflowsFromFinancingActivities,totalCashFromFinancingActivities,changeInCash,dividendsPaid,type,kode,effectOfExchangeRate,repurchaseOfStock,issuanceOfStock,changeToOperatingActivities
1,2018-12-31,4554391000000,905944000000,-424381000000,0,5035954000000,-1539028000000.0,,-84267000000.0,-1607433000000.0,-1520266000000.0,,-2438554000000.0,1009677000000,-918288000000.0,A,CPIN.JK,19710000000.0,,,
1,2022-06-30,1225724000000,301945000000,-2477511000000,0,-949842000000,-458629000000.0,,23667000000.0,-434458000000.0,2461963000000.0,,690979000000.0,-682583000000,-1770984000000.0,Q,CPIN.JK,10738000000.0,,,
1,2022-03-31,1191265000000,297923000000,-250658000000,0,1238530000000,-565709000000.0,,-58377000000.0,-623671000000.0,-221917000000.0,,-221917000000.0,395223000000,-1770984000000.0,Q,CPIN.JK,2281000000.0,,,
1,2021-12-31,944950000000,-761974000000,3864572000000,0,426587000000,-966778000000.0,20000000.0,119062000000.0,-755669000000.0,263234000000.0,,263234000000.0,-72738000000,-1770984000000.0,Q,CPIN.JK,-6890000000.0,,,
1,2021-09-30,-156980000000,259517000000,-488062000000,0,-385525000000,-825464000000.0,20000000.0,-93808000000.0,-907231000000.0,1382530000000.0,,-454046000000.0,-1750658000000,-1836576000000.0,Q,CPIN.JK,-3856000000.0,,,
1,2021-12-31,108740000000,613255000000,275128000000,0,1004197000000,-331240000000.0,,-16942000000.0,-361321000000.0,-667827000000.0,9871000000.0,-732681000000.0,-87098000000,-74725000000.0,A,ELSA.JK,2707000000.0,,,
1,2020-12-31,249082000000,653538000000,17043000000,0,928178000000,-440803000000.0,,-42547000000.0,-483159000000.0,23234000000.0,-5111000000.0,-70996000000.0,375745000000,-89119000000.0,A,ELSA.JK,1722000000.0,,,
1,2019-12-31,356474000000,424557000000,-213060000000,0,575797000000,-649788000000.0,,-22361000000.0,-671113000000.0,326972000000.0,-18607000000.0,239286000000.0,136665000000,-69079000000.0,A,ELSA.JK,-7305000000.0,,,
1,2018-12-31,276314000000,379293000000,-318003000000,0,344756000000,-539255000000.0,,-37090000000.0,-586671000000.0,78892000000.0,-4447000000.0,37374000000.0,-183106000000,-37071000000.0,A,ELSA.JK,21435000000.0,,,
1,2022-06-30,151399000000,165973000000,20375000000,0,339677000000,-118956000000.0,,-3267000000.0,-121859000000.0,-63119000000.0,-49102000000.0,-112221000000.0,118732000000,,Q,ELSA.JK,13135000000.0,,,
1,2022-03-31,74934000000,133305000000,89540000000,0,299781000000,-110785000000.0,,-3267000000.0,-109717000000.0,-223583000000.0,21530000000.0,-202053000000.0,-10850000000,,Q,ELSA.JK,1139000000.0,,,
1,2021-12-31,71183000000,115541000000,426277000000,0,615250000000,-80827000000.0,,-17983000000.0,-113219000000.0,-129815000000.0,10088000000.0,-119727000000.0,382134000000,,Q,ELSA.JK,-170000000.0,,,
1,2021-09-30,-2596000000,140617000000,-64347000000,0,76811000000,-84191000000.0,,-17983000000.0,-82921000000.0,-165970000000.0,10088000000.0,-240695000000.0,-248292000000,-74725000000.0,Q,ELSA.JK,-1487000000.0,,,
1,2021-12-31,1287807000000,9723124000000,948294000000,0,11963257000000,-7292595000000.0,,52208000000.0,-6930963000000.0,-2756949000000.0,-2238831000000.0,-5333962000000.0,-301202000000,-338182000000.0,A,EXCL.JK,466000000.0,,,
1,2020-12-31,371598000000,9953450000000,3589777000000,0,13949485000000,-7766226000000.0,,55205000000.0,-5497947000000.0,-4842703000000.0,-1900403000000.0,-7090575000000.0,1362144000000,-213024000000.0,A,EXCL.JK,1181000000.0,-134445000000.0,,
1,2019-12-31,712579000000,7330432000000,4281253000000,0,12357027000000,-9096137000000.0,,48287000000.0,-8692413000000.0,-2171109000000.0,-919645000000.0,-3090754000000.0,556330000000,-213024000000.0,A,EXCL.JK,-17530000000.0,-134445000000.0,,
1,2018-12-31,-3296890000000,7616799000000,5005115000000,0,9357786000000,-6273753000000.0,,50995000000.0,-6203352000000.0,-3739977000000.0,-847721000000.0,-4587698000000.0,-1408228000000,-213024000000.0,A,EXCL.JK,25036000000.0,-134445000000.0,,
1,2022-06-30,475818000000,2410538000000,1414706000000,0,4301752000000,-1983538000000.0,-2641518000000.0,3463000000.0,-4883737000000.0,2188599000000.0,-469768000000.0,1174753000000.0,593743000000,-544078000000.0,Q,EXCL.JK,975000000.0,,,
1,2022-03-31,139092000000,2560867000000,965828000000,0,3668978000000,-2470999000000.0,-2641518000000.0,3463000000.0,-2467058000000.0,-1654325000000.0,-797636000000.0,-2451961000000.0,-1249719000000,-544078000000.0,Q,EXCL.JK,322000000.0,,,
1,2021-12-31,271408000000,2505574000000,-1145330000000,0,1631899000000,-1608872000000.0,-2641518000000.0,52208000000.0,-1555980000000.0,-600758000000.0,-480444000000.0,-1081202000000.0,-1005222000000,-544078000000.0,Q,EXCL.JK,61000000.0,,,
1,2021-09-30,300441000000,2463254000000,1362667000000,0,4127104000000,-1613798000000.0,-2641518000000.0,52208000000.0,-1570859000000.0,-748994000000.0,-486563000000.0,-1291600000000.0,1263491000000,-56043000000.0,Q,EXCL.JK,-1154000000.0,,,
1,2021-12-31,5605315000000,2896538000000,-3176686000000,0,5325167000000,-4934572000000.0,-35000000000.0,,-4844167000000.0,3528000000000.0,,-1474629000000.0,-993642000000,-5002629000000.0,A,GGRM.JK,-13000000.0,,,
1,2020-12-31,7647725000000,2725627000000,7104362000000,0,17477714000000,-5351416000000.0,75424000000.0,,-5048267000000.0,-11120000000000.0,1000000.0,-11119999000000.0,1309599000000,-5002629000000.0,A,GGRM.JK,151000000.0,,,
1,2019-12-31,10880701000000,2529574000000,-2235872000000,0,11174403000000,-4986827000000.0,25165000000.0,,-4718278000000.0,396667000000.0,1000000.0,-4605962000000.0,1843423000000,-5002629000000.0,A,GGRM.JK,-6740000000.0,,,
1,2018-12-31,7791822000000,2264730000000,1168148000000,0,11224700000000,-3110989000000.0,-140589000000.0,,-3227776000000.0,-3700000000000.0,-19758000000.0,-8722387000000.0,-717155000000,-5002629000000.0,A,GGRM.JK,8308000000.0,,,
1,2022-06-30,-120756000000,729764000000,191904000000,0,800912000000,-1302070000000.0,,,-1281269000000.0,-448315000000.0,,-448315000000.0,-919880000000,,Q,GGRM.JK,8792000000.0,,,
1,2022-03-31,1076900000000,729810000000,2762532000000,0,4569242000000,-998675000000.0,-5000000000.0,,-970335000000.0,-1758000000000.0,,-1758000000000.0,1841265000000,,Q,GGRM.JK,358000000.0,,,
1,2021-12-31,1470743000000,758499000000,-10024925000000,0,-7795683000000,-1441783000000.0,-75000000000.0,,-1493826000000.0,8993000000000.0,,8993000000000.0,-297592000000,,Q,GGRM.JK,-1083000000.0,,,
1,2021-09-30,1823996000000,734020000000,503411000000,0,3061427000000,-1130123000000.0,15000000000.0,,-1090893000000.0,545000000000.0,,-4457629000000.0,-2492906000000,-5002629000000.0,Q,GGRM.JK,-5811000000.0,,,
1,2021-12-31,7137097000000,1180156000000,1985153000000,0,10302406000000,-412270000000.0,688337000000.0,-20783000000.0,334448000000.0,-129551000000.0,,-8597507000000.0,2039347000000,-8467956000000.0,A,HMSP.JK,,,,
1,2020-12-31,8581378000000,1349396000000,2022265000000,0,11953039000000,-566828000000.0,-308380000000.0,6225000000.0,-863728000000.0,-170791000000.0,,-14105697000000.0,-3016386000000,-13934906000000.0,A,HMSP.JK,,,,
1,2019-12-31,13721513000000,1396105000000,2028349000000,0,17145967000000,-959537000000.0,873103000000.0,6225000000.0,-56710000000.0,-152523000000.0,,-13785001000000.0,3304256000000,-13632478000000.0,A,HMSP.JK,,,,
1,2018-12-31,13538418000000,973886000000,5681179000000,0,20193483000000,-984541000000.0,1100408000000.0,-5443000000.0,333591000000.0,-31442000000.0,,-12512372000000.0,8014702000000,-12480930000000.0,A,HMSP.JK,,,,
1,2022-06-30,1133175000000,281183000000,-1649539000000,0,-235181000000,-161841000000.0,17511000000.0,294000000.0,-142502000000.0,138695000000.0,,-7224239000000.0,-7601922000000,-7362934000000.0,Q,HMSP.JK,,,,
1,2022-03-31,1914966000000,277301000000,-2543264000000,0,-350997000000,-158211000000.0,-9072000000.0,22631000000.0,-143509000000.0,-131856000000.0,,-131856000000.0,-626362000000,-7362934000000.0,Q,HMSP.JK,,,,
1,2021-12-31,1582606000000,304712000000,-4217311000000,0,-2329993000000,-78166000000.0,21220000000.0,-20594000000.0,-56738000000.0,-325240000000.0,,-325240000000.0,-2711971000000,-7362934000000.0,Q,HMSP.JK,,,,
1,2021-09-30,1420510000000,281874000000,4732874000000,0,6435258000000,-94810000000.0,87444000000.0,-1596000000.0,-3649000000.0,-1549258000000.0,,-1549258000000.0,4882351000000,-7362934000000.0,Q,HMSP.JK,,,,
1,2021-12-31,6388477000000,1632353000000,-31791000000,0,7989039000000,-2249751000000.0,-392220000000.0,,-3100274000000.0,9535713000000.0,-1122658000000.0,5905745000000.0,10850060000000,-2507310000000.0,A,ICBP.JK,55550000000.0,,,
1,2020-12-31,6586907000000,1487643000000,1262230000000,0,9336780000000,-1919170000000.0,-129500000000.0,,-34957389000000.0,29880889000000.0,-615494000000.0,26758085000000.0,1187361000000,-2507310000000.0,A,ICBP.JK,49885000000.0,,,
1,2019-12-31,5038789000000,1205040000000,1154332000000,0,7398161000000,-2026189000000.0,-323659000000.0,,-2399814000000.0,-1090186000000.0,1421791000000.0,-1266076000000.0,3636750000000,-1597681000000.0,A,ICBP.JK,-95521000000.0,,,
1,2018-12-31,4575799000000,1009264000000,-931688000000,0,4653375000000,-3511630000000.0,-459939000000.0,,-4712882000000.0,-1555640000000.0,-120839000000.0,-4242099000000.0,-4092884000000,-2565620000000.0,A,ICBP.JK,208722000000.0,,,
1,2022-06-30,-10781000000,432059000000,481725000000,0,903003000000,-418134000000.0,2534304000000.0,,2118149000000.0,-9237566000000.0,-252219000000.0,-9489785000000.0,-5883325000000,,Q,ICBP.JK,585308000000.0,,,
1,2022-03-31,1941004000000,408461000000,-703016000000,0,1646449000000,-285612000000.0,-2545304000000.0,,-2828325000000.0,-389816000000.0,-252219000000.0,-389816000000.0,-1477856000000,,Q,ICBP.JK,93836000000.0,,,
1,2021-12-31,1418933000000,426959000000,593784000000,0,2439676000000,-380519000000.0,-323720000000.0,,-676838000000.0,9818070000000.0,-412252000000.0,9405818000000.0,11155784000000,,Q,ICBP.JK,-12872000000.0,,,
1,2021-09-30,1748239000000,390297000000,-269387000000,0,1869149000000,-524982000000.0,-50000000000.0,,-570797000000.0,71072000000.0,-247847000000.0,-2684085000000.0,-1449749000000,-2507310000000.0,Q,ICBP.JK,-64016000000.0,,,
1,2021-12-31,165797000,157602000,11237000,0,334636000,-180653000.0,,,-180234000.0,-1314000.0,-75000.0,-34517000.0,119645000,-33128000.0,A,INCO.JK,-240000.0,,,
1,2020-12-31,82819000,149050000,60508000,0,292377000,-152149000.0,,,-150837000.0,-1512000.0,-164000.0,-1676000.0,139647000,-33128000.0,A,INCO.JK,-217000.0,,,
1,2019-12-31,57400000,132544000,-51950000,0,137994000,-166560000.0,,,-166104000.0,-38745000.0,14354000.0,-24391000.0,-52118000,-33128000.0,A,INCO.JK,383000.0,,,
1,2018-12-31,60512000,128930000,14917000,0,204359000,-83784000.0,,,-83784000.0,-37500000.0,-2929000.0,-40429000.0,79454000,-33128000.0,A,INCO.JK,-692000.0,,,
1,2022-06-30,82807000,39854000,-8994000,0,113667000,-44769000.0,,,-44769000.0,-299000.0,-22000.0,-321000.0,67898000,,Q,INCO.JK,-679000.0,,,
1,2022-03-31,67648000,39566000,-54322000,0,52892000,-42260000.0,,,-42260000.0,-297000.0,-23000.0,-320000.0,9695000,,Q,INCO.JK,-617000.0,,,
1,2021-12-31,42860000,39725000,36823000,0,119408000,-79488000.0,,,-80304000.0,-274000.0,-75000.0,-349000.0,38738000,,Q,INCO.JK,-17000.0,,,
1,2021-09-30,64151000,40274000,-32983000,0,71442000,-29416000.0,,,-28237000.0,-346000.0,-75000.0,-346000.0,43050000,,Q,INCO.JK,191000.0,,,
1,2021-12-31,7642197000000,3870832000000,3179612000000,0,14692641000000,-4784668000000.0,-1270197000000.0,,-6489675000000.0,7979062000000.0,-1685679000000.0,3852424000000.0,12148667000000,-2440959000000.0,A,INDF.JK,93277000000.0,,,
1,2020-12-31,6455632000000,3654729000000,3745136000000,0,13855497000000,-4592304000000.0,-75129000000.0,,-37636597000000.0,30864272000000.0,-1137804000000.0,27285509000000.0,3602949000000,-2440959000000.0,A,INDF.JK,98540000000.0,,,
1,2019-12-31,4908172000000,3226240000000,5210082000000,0,13344494000000,-4650126000000.0,3761112000000.0,673529000000.0,-583826000000.0,-5790849000000.0,-367933000000.0,-7660235000000.0,4940273000000,-1501453000000.0,A,INDF.JK,-160160000000.0,,,
1,2018-12-31,4166101000000,3018888000000,-1249160000000,0,5935829000000,-7401591000000.0,-3570593000000.0,449019000000.0,-11223682000000.0,3478642000000.0,-778828000000.0,48125000000.0,-4903761000000,-2651689000000.0,A,INDF.JK,335967000000.0,,,
1,2022-06-30,542908000000,767579000000,1504957000000,0,2815444000000,-769493000000.0,2838506000000.0,,2071925000000.0,-8960433000000.0,-284171000000.0,-9244604000000.0,-3698568000000,,Q,INDF.JK,658667000000.0,,,
1,2022-03-31,2357840000000,1091501000000,-2584695000000,0,864646000000,-726049000000.0,-2539804000000.0,,-3258950000000.0,1303592000000.0,-284171000000.0,1303592000000.0,-985112000000,,Q,INDF.JK,105600000000.0,,,
1,2021-12-31,2232637000000,1079459000000,2748507000000,0,6060603000000,-949911000000.0,1027323000000.0,,112472000000.0,5887663000000.0,-403793000000.0,5483870000000.0,11676154000000,,Q,INDF.JK,19209000000.0,,,
1,2021-09-30,1976392000000,913166000000,-305260000000,0,2584298000000,-1207539000000.0,-770112000000.0,,-1960560000000.0,2227948000000.0,-819327000000.0,-1032338000000.0,-477898000000,-2440959000000.0,Q,INDF.JK,-69298000000.0,,,
1,2021-12-31,57719504,173291482,252683851,0,485083091,-73401322.0,19737487.0,17300992.0,-47809449.0,-103732623.0,-26504522.0,-130237145.0,305537061,,A,INDY.JK,-1499436.0,,,
1,2020-12-31,-117542428,198209790,39945775,0,122681563,-87326534.0,-28207157.0,4573183.0,-111981863.0,128686163.0,-24635109.0,72104366.0,82559404,-31586743.0,A,INDY.JK,-244662.0,-359945.0,,
1,2019-12-31,-18160152,247011855,-73854687,0,156092715,-162349525.0,16686108.0,-10044457.0,-169430092.0,26358138.0,-19725971.0,-32545744.0,-44413999,-39177911.0,A,INDY.JK,1469122.0,-359945.0,,
1,2018-12-31,80067586,252783452,-44420857,0,290294497,-152050926.0,-39486547.0,19317590.0,-173111817.0,-38148761.0,-26006288.0,-123471767.0,-8997650,-59316718.0,A,INDY.JK,-2708563.0,-359945.0,,
1,2022-06-30,125609430,44195846,-183894127,0,-13997858,-12339147.0,-27660195.0,15793100.0,-24257718.0,-23338964.0,-4068293.0,-27407257.0,-73408355,,Q,INDY.JK,-7745522.0,,,
1,2022-03-31,75041581,46232775,51248564,0,172671053,-9506190.0,-54419613.0,-16526847.0,-84156694.0,11574076.0,36557500.0,48131576.0,134348681,,Q,INDY.JK,-2297254.0,,,
1,2021-12-31,0,46232775,51248564,0,172671053,-9506190.0,-54419613.0,-16526847.0,-84156694.0,11574076.0,36557500.0,48131576.0,134348681,,Q,INDY.JK,-2297254.0,,,
1,2021-09-30,0,46232775,51248564,0,172671053,-9506190.0,-54419613.0,-16526847.0,-84156694.0,11574076.0,36557500.0,48131576.0,134348681,,Q,INDY.JK,-2297254.0,,,
1,2021-12-31,527079000,280141000,-128555000,0,678665000,-407909000.0,,7615000.0,-400286000.0,-73028000.0,,-91541000.0,188666000,-18513000.0,A,INKP.JK,1828000.0,,,
1,2020-12-31,294053000,282454000,-32623000,0,543884000,-162552000.0,,1847000.0,-160697000.0,-249970000.0,,-269865000.0,97026000,-19895000.0,A,INKP.JK,-16296000.0,,,
1,2019-12-31,274370000,303137000,-52801000,0,524706000,-43172000.0,,86395000.0,54729000.0,-522609000.0,,-561516000.0,17509000,-38907000.0,A,INKP.JK,-410000.0,,,
1,2018-12-31,588127000,292400000,-336000000,0,544527000,-372722000.0,-3621000.0,-379071000.0,-750682000.0,385910000.0,,347911000.0,136153000,-37999000.0,A,INKP.JK,-5603000.0,,,
1,2022-06-30,218811000,67289000,-305585000,0,-19485000,-55783000.0,,11260000.0,-39747000.0,-233514000.0,,-234823000.0,-291843000,-1309000.0,Q,INKP.JK,2212000.0,,,
1,2022-03-31,176458000,68525000,-128975000,0,116008000,-30245000.0,,-602000.0,-30847000.0,136732000.0,,136730000.0,223106000,-2000.0,Q,INKP.JK,1215000.0,,,
1,2021-12-31,136227000,69174000,-203178000,0,2223000,-123208000.0,,5362000.0,-117846000.0,202050000.0,,201832000.0,86162000,-218000.0,Q,INKP.JK,-47000.0,,,
1,2021-09-30,107952000,210967000,-83453000,0,235466000,-18742000.0,,-6243000.0,-24985000.0,-26102000.0,,-44365000.0,165619000,-18263000.0,Q,INKP.JK,-497000.0,,,
1,2021-12-31,1788496000000,1250511000000,-434806000000,0,2606707000000,-567327000000.0,,10240000000.0,-558145000000.0,-166154000000.0,-24017000000.0,-3603521000000.0,-1556364000000,-1849137000000.0,A,INTP.JK,-1405000000.0,-1564213000000.0,,
1,2020-12-31,1806337000000,1399196000000,329631000000,0,3538011000000,-678564000000.0,-21000000000.0,15737000000.0,-661734000000.0,-158609000000.0,-45193000000.0,-2862698000000.0,45881000000,-2658896000000.0,A,INTP.JK,32302000000.0,-1564213000000.0,,
1,2019-12-31,1835305000000,1215945000000,476835000000,0,3530772000000,-1027248000000.0,-21000000000.0,13690000000.0,-1045966000000.0,-1477000000.0,-865000000.0,-2026357000000.0,425874000000,-2024015000000.0,A,INTP.JK,-32575000000.0,-1564213000000.0,,
1,2018-12-31,1145937000000,1287548000000,-453022000000,0,1984532000000,-514180000000.0,7727000000.0,13690000000.0,-505092000000.0,-1431000000.0,-1158000000.0,-2578613000000.0,-1069015000000,-2576024000000.0,A,INTP.JK,30158000000.0,-1564213000000.0,,
1,2022-06-30,108993000000,297359000000,-332035000000,0,75124000000,-165409000000.0,,7250000000.0,-159070000000.0,-49324000000.0,-8682000000.0,-2366854000000.0,-2418954000000,-1739791000000.0,Q,INTP.JK,31846000000.0,-569057000000.0,,
1,2022-03-31,182555000000,283310000000,-470362000000,0,-3592000000,-244847000000.0,,7250000000.0,-242966000000.0,-49240000000.0,-6359000000.0,-336940000000.0,-578477000000,-1739791000000.0,Q,INTP.JK,5021000000.0,-281341000000.0,,
1,2021-12-31,580238000000,300043000000,435303000000,0,1316340000000,-379316000000.0,,5576000000.0,-374097000000.0,-40711000000.0,-5448000000.0,-1610372000000.0,-676627000000,-1739791000000.0,Q,INTP.JK,-8498000000.0,-1564213000000.0,,
1,2021-09-30,621681000000,312507000000,-187395000000,0,747567000000,-109567000000.0,,5576000000.0,-110440000000.0,-37617000000.0,-2594000000.0,-1880200000000.0,-1259885000000,-1839989000000.0,Q,INTP.JK,-16812000000.0,-1564213000000.0,,
1,2021-12-31,475570000,94159000,-35974000,0,617717000,-11817000.0,,-13109000.0,-24683000.0,-27729000.0,280000.0,-134189000.0,459511000,-106740000.0,A,ITMG.JK,666000.0,,,
1,2020-12-31,39469000,83128000,-67077000,0,172743000,-19126000.0,-14238000.0,-12952000.0,-44837000.0,9590000.0,280000.0,-55178000.0,72250000,-64768000.0,A,ITMG.JK,-478000.0,,,
1,2019-12-31,129426000,61295000,-251403000,0,89456000,-47509000.0,-17000000.0,-31687000.0,-95924000.0,10616000.0,280000.0,-203420000.0,-209007000,-214036000.0,A,ITMG.JK,881000.0,,,
1,2018-12-31,261951000,61326000,-7028000,0,354895000,-57085000.0,-17000000.0,-51724000.0,-108631000.0,10616000.0,280000.0,-249373000.0,-6014000,-249373000.0,A,ITMG.JK,-2905000.0,,,
1,2022-06-30,247555000,19548000,-129364000,0,148296000,-4974000.0,,-9911000.0,-14816000.0,-8917000.0,1505000.0,-242699000.0,-113116000,-238858000.0,Q,ITMG.JK,-3897000.0,,3571000.0,
1,2022-03-31,213270000,23121000,-60252000,0,187575000,-7177000.0,,-5513000.0,-12660000.0,-3661000.0,1505000.0,56243000.0,230564000,-238858000.0,Q,ITMG.JK,-594000.0,,59904000.0,
1,2021-12-31,204066000,28915000,37709000,0,288564000,-2614000.0,,-473000.0,-3053000.0,-10996000.0,279000.0,-104780000.0,181058000,-94063000.0,Q,ITMG.JK,327000.0,,59904000.0,
1,2021-09-30,153880000,21975000,-66914000,0,137533000,-4452000.0,,-6058000.0,-10345000.0,-8596000.0,1000.0,-8595000.0,119708000,-94063000.0,Q,ITMG.JK,1115000.0,,59904000.0,
1,2021-12-31,1615281000000,2020371000000,-909643000000,0,2766986000000,-110083000000.0,-410730000000.0,-1412497000000.0,-4362973000000.0,2390653000000.0,1056635000000.0,3447288000000.0,1681885000000,,A,JSMR.JK,,,,
1,2020-12-31,501047000000,1652736000000,-769900000000,0,1440732000000,-31955000000.0,-696783000000.0,-2244884000000.0,-24183096000000.0,21197404000000.0,1910919000000.0,22997967000000.0,255603000000,-110356000000.0,A,JSMR.JK,,,,
1,2019-12-31,2207117000000,1388665000000,-230356000000,0,3404523000000,-53655000000.0,-1246595000000.0,-1507526000000.0,-15914544000000.0,10296153000000.0,1017649000000.0,10983412000000.0,-1601353000000,-330390000000.0,A,JSMR.JK,,,,
1,2018-12-31,2202602000000,1064470000000,-2388063000000,0,909827000000,-219687000000.0,-356755000000.0,6739144000000.0,-7178665000000.0,5552294000000.0,1101920000000.0,6214149000000.0,-930067000000,-440065000000.0,A,JSMR.JK,,,,
1,2022-03-31,392804000000,473716000000,741655000000,0,1622722000000,-1703000000.0,-52975000000.0,613638000000.0,-493592000000.0,-2925289000000.0,-691000000.0,-2925980000000.0,-1796850000000,,Q,JSMR.JK,,,,
1,2021-12-31,865864000000,681758000000,-835184000000,0,721431000000,-83879000000.0,-46917000000.0,-60661000000.0,-496999000000.0,2127805000000.0,221840000000.0,2349645000000.0,2531637000000,,Q,JSMR.JK,,,,
1,2021-09-30,-106216000000,429163000000,-30102000000,0,301171000000,-8449000000.0,-508651000000.0,-590356000000.0,-1088916000000.0,24308000000.0,545634000000.0,569942000000.0,-217803000000,,Q,JSMR.JK,,,,
1,2021-06-30,693796000000,462160000000,-44935000000,0,1122235000000,-15994000000.0,144838000000.0,-791536000000.0,-901335000000.0,-1752193000000.0,257787000000.0,-1494406000000.0,-1400481000000,,Q,JSMR.JK,,,,
1,2021-12-31,3183621310043,664205778940,-1031484715995,0,2825946276086,-503909797771.0,-128826006632.0,108111152093.0,-1056018839164.0,-533194435028.0,1100460428421.0,-745176525687.0,1008318381424,-1312442519080.0,A,KLBF.JK,-16432529811.0,,,
1,2020-12-31,2733259864596,604075210882,851168432496,0,4221549815090,-926997442324.0,20400000000.0,81517455200.0,-951215261376.0,221051875620.0,-99991434363.0,-1099712433603.0,2215080564046,-1218709674860.0,A,KLBF.JK,51263630505.0,-2063200000.0,,
1,2019-12-31,2506764572075,470587284738,-513587260298,0,2502968822391,-1733322991769.0,-2131911910.0,104223887107.0,-1900541453691.0,415974846865.0,95863043214.0,-706915284781.0,-156324047226,-1218753174860.0,A,KLBF.JK,-51836131145.0,-2063200000.0,,
1,2018-12-31,2457129032271,435089255518,-154418075421,0,2770775949459,-1307327219368.0,4819176686.0,62032679735.0,-1289828516617.0,41835968704.0,-9615641489.0,-1139657725535.0,368241700799,-1171878052750.0,A,KLBF.JK,26951993492.0,-2063200000.0,,
1,2022-06-30,802066548341,55623345889,-545857416001,0,-2877927988,-151403246611.0,48105238657.0,21370543655.0,-122349679810.0,-143610525649.0,-50992190971.0,-2157114773327.0,-2233581193747,-1554076489707.0,Q,KLBF.JK,48761187378.0,-408435567000.0,,
1,2022-03-31,0,55623345889,-545857416001,0,-2877927988,-151403246611.0,48105238657.0,21370543655.0,-122349679810.0,-143610525649.0,-50992190971.0,-2157114773327.0,-2233581193747,-1554076489707.0,Q,KLBF.JK,48761187378.0,-408435567000.0,,
1,2021-12-31,895886901749,169479432324,-529864338732,0,521293656490,-145585973450.0,-67944201447.0,48167605790.0,-193511246376.0,-94653482343.0,343768733378.0,249115251035.0,569243797788,-1554076489707.0,Q,KLBF.JK,-7653863361.0,-408435567000.0,,
1,2021-09-30,790449452095,166360169115,545664182853,0,1509719502324,-123115980775.0,-63681805185.0,11235532754.0,-258574766366.0,-90502375884.0,-33910306570.0,-177159009867.0,1043339860006,-52746327413.0,Q,KLBF.JK,-30645866085.0,-408435567000.0,,
1,2021-12-31,-1602894000000,2329081000000,871990000000,0,1627995000000,-453485000000.0,-89322000000.0,5041000000.0,-2061077000000.0,2579942000000.0,-252629000000.0,2327313000000.0,1895030000000,,A,LPKR.JK,799000000.0,,,
1,2020-12-31,-8891100000000,1735352000000,4684665000000,0,-2373039000000,-509912000000.0,421093000000.0,200698000000.0,-420556000000.0,510564000000.0,589110000000.0,1096245000000.0,-1691665000000,,A,LPKR.JK,5685000000.0,-3429000000.0,,
1,2019-12-31,-1983299000000,903462000000,-3508717000000,0,-4538962000000,-650848000000.0,-2217506000000.0,255952000000.0,-2657028000000.0,-1778011000000.0,655709000000.0,10115476000000.0,2866699000000,,A,LPKR.JK,-52787000000.0,-3429000000.0,11237778000000.0,
1,2018-12-31,719977000000,772450000000,-4946911000000,0,-3409355000000,-930619000000.0,1601228000000.0,405782000000.0,1891769000000.0,-302512000000.0,911348000000.0,547476000000.0,-719730000000,-61360000000.0,A,LPKR.JK,5043000000.0,-3429000000.0,11237778000000.0,
1,2022-06-30,-638413000000,342853000000,-655978000000,0,-939193000000,-241727000000.0,-11863000000.0,72272000000.0,-545083000000.0,300069000000.0,-111430000000.0,188639000000.0,-1310662000000,,Q,LPKR.JK,-15025000000.0,,,
1,2022-03-31,-567552000000,339710000000,319772000000,0,105576000000,-156477000000.0,-21988000000.0,72272000000.0,-163902000000.0,-414872000000.0,-111430000000.0,-414872000000.0,-454310000000,,Q,LPKR.JK,18888000000.0,,,
1,2021-12-31,-1029597000000,-4408068000000,7972281000000,0,2564434000000,-327423000000.0,-37950000000.0,70000000.0,-4052496000000.0,1396090000000.0,-209215000000.0,1186875000000.0,-3955000000,,Q,LPKR.JK,297232000000.0,,,
1,2021-09-30,-310258000000,2398564000000,-2606510000000,0,-550954000000,93790000000.0,-36187000000.0,70000000.0,77382000000.0,-197352000000.0,-209215000000.0,-197352000000.0,-729586000000,,Q,LPKR.JK,-58662000000.0,,,
1,2021-12-31,912854000000,913017000000,582552000000,0,2408423000000,-188793000000.0,,,-186794000000.0,-1609484000000.0,-19703000000.0,-2084192000000.0,137437000000,-254891000000.0,A,LPPF.JK,,-200114000000.0,,
1,2020-12-31,-873181000000,960191000000,3040000000,0,90050000000,-111233000000.0,-549640000000.0,,-594730000000.0,298003000000.0,-105009000000.0,-143872000000.0,-648552000000,-254891000000.0,A,LPPF.JK,,-336866000000.0,,
1,2019-12-31,1366884000000,341752000000,200582000000,0,1909218000000,-457631000000.0,-549640000000.0,,-456809000000.0,298003000000.0,-48719000000.0,-1463983000000.0,-11574000000,-933600000000.0,A,LPPF.JK,,-481664000000.0,,
1,2018-12-31,1097332000000,327797000000,546337000000,0,1971466000000,-690102000000.0,-549640000000.0,,-689069000000.0,298003000000.0,-22678000000.0,-1681134000000.0,-398737000000,-1334948000000.0,A,LPPF.JK,,-323508000000.0,,
